id,id_genero,titulo,resumo,lancamento,idioma_original,poster
324552,"[28, 53, 80]",John Wick: Chapter 2,"John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers.",2017-02-08,en,/hXWBc0ioZP3cN4zCu6SN3YHXZVO.jpg
41662,"[18, 9648]",3 Women,"Two co-workers, one a vain woman and the other an awkward teenager, share an increasingly bizarre relationship after becoming roommates.",1977-04-10,en,/uL5Yg8MEgHGXymTaJBYXn9g0xsH.jpg
10669,"[18, 12, 53]",Deliverance,"Intent on seeing the Cahulawassee River before it's turned into one huge lake, outdoor fanatic Lewis Medlock takes his friends on a river-rafting trip they'll never forget into the dangerous American back-country.",1972-08-18,en,/2TrAzNJlHyNYYSkQf6asg3rs2Xr.jpg
323661,"[16, 10751, 12, 14]",Mune: Guardian of the Moon,"When a faun named Mune becomes the Guardian of the Moon, little did he had unprepared experience with the Moon and an accident that could put both the Moon and the Sun in danger, including a corrupt titan named Necross who wants the Sun for himself and placing the balance of night and day in great peril. Now with the help of a wax-child named Glim and the warrior, Sohone who also became the Sun Guardian, they go out on an exciting journey to get the Sun back and restore the Moon to their rightful place in the sky.",2015-02-05,fr,/4vzqow7mVUahqA4hHoe2UpQOxy.jpg
11948,"[18, 36, 10752]","Merry Christmas, Mr. Lawrence","Island of Java, 1942, during World War II. British Major Jack Celliers arrives at a Japanese prison camp, run by the strict Captain Yonoi. Colonel John Lawrence, who has a profound knowledge of Japanese culture, and Sergeant Hara, brutal and simpleton, will witness the struggle of wills between two men from very different backgrounds who are tragically destined to clash.",1983-05-28,ja,/qxlu6aiWxD16gkOUyGkcWDzrfwV.jpg
79120,"[18, 10749]",Weekend,"After a drunken house party with his straight mates, Russell heads out to a gay club. Just before closing time he picks up Glen but what's expected to be just a one-night stand becomes something else, something special.",2011-09-22,en,/9IXvuqpJeOjYRyMt42G1NrK0QzU.jpg
38602,"[10770, 10751, 18]",Little Lord Fauntleroy,"Young Cedric Errol and his widowed mother live in genteel poverty in 1880s Brooklyn after the death of his father. Cedric's grandfather, the Earl of Dorincourt, has long ago disowned his son for marrying an American. But after the death of the Earl's remaining son, he decides to accept Cedric as his heir.",1980-12-01,en,/bU48UrBOoAbfzke2XRWdbxQ07aE.jpg
19673,"[878, 12, 35]",Sexmission,"Two scientists are chosen as guinea pigs for a time experiment: they are placed in hibernation and should be brought back to life after three years. In the meantime, however, World War III breaks out and life has been wiped off the surface of Earth. When they wake up, it turns out that not only 50 years have passed but also that they are the only living specimens of the male sex in a new, underground society composed exclusively of women.",1984-05-13,pl,/8zh3AuXBxGbgtebL5DpaDxJgMeW.jpg
11426,"[10752, 10749, 18]",From Here to Eternity,"In 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second in command are falling in love.",1953-08-28,en,/mJFzGDs8OMyXotbunp800D9SID0.jpg
9589,[18],Christiane F.,"This movie portrays the drug scene in Berlin in the 70s, following tape recordings of Christiane F. 14 years old Christiane lives with her mother and little sister in a typical multi-storey apartment building in Berlin. She's fascinated by the 'Sound', a new disco with most modern equipment. Although she's legally too young, she asks a friend to take her. There she meets Detlef, who's in a clique where everybody's on drugs. Step by step she gets drawn deeper into the scene.",1981-04-02,de,/pxjCfoKO48JJN7L3QieYGOwWDig.jpg
2841,"[18, 10749, 10752]",A Very Long Engagement,"Young Frenchwoman Mathilde searches for the truth about her missing fiancé, lost during World War I, and learns many unexpected things along the way. The love of her life is gone. But she refuses to believe he's gone forever — and she needs to know for sure.",2004-10-26,fr,/t73m7lX0eFYDjlB1Gcb7r3S5Yt.jpg
407448,"[80, 18, 53, 36]",Detroit,A police raid in Detroit in 1967 results in one of the largest citizens' uprisings in the history of the United States.,2017-07-28,en,/tmCt2hy9QoFHft3UcHwpGX2Sihl.jpg
284689,"[36, 18, 10752]",Testament of Youth,"Testament of Youth is a powerful story of love, war and remembrance, based on the First World War memoir by Vera Brittain, which has become the classic testimony of that war from a woman’s point of view. A searing journey from youthful hopes and dreams to the edge of despair and back again, it’s a film about young love, the futility of war and how to make sense of the darkest times.",2014-10-14,en,/a6kFsaDCulCLfYHmKLDKTYaddM4.jpg
3131,"[18, 36, 80]",Gangs of New York,"In 1863, Amsterdam Vallon returns to the Five Points of America to seek vengeance against the psychotic gangland kingpin, Bill the Butcher, who murdered his father years earlier. With an eager pickpocket by his side and a whole new army, Vallon fights his way to seek vengeance on the Butcher and restore peace in the area.",2002-12-14,en,/lemqKtcCuAano5aqrzxYiKC8kkn.jpg
318121,"[35, 18]",The Fundamentals of Caring,"Having suffered a tragedy, Ben becomes a caregiver to earn money. His first client, Trevor, is a hilarious 18-year-old with muscular dystrophy. One paralyzed emotionally, one paralyzed physically, Ben and Trevor hit the road on a trip into the western states. The folks they collect along the way will help them test their skills for surviving outside their calculated existence. Together, they come to understand the importance of hope and the necessity of true friendship.",2016-06-16,en,/zZ0eda1GyHILNSoq9KF5u0hcq6O.jpg
64246,"[16, 18, 10751]",Colorful,"Upon reaching the train station to death, a dejected soul is informed that he is lucky and will have another chance at life. He is placed in the body of a 14-year-old boy named Kobayashi Makoto, who has just committed suicide. Watched over by a neutral spirit named Purapura, the soul must figure out what his greatest sin and mistake in his former life was, before his time limit in Makoto's body runs out. He also has a number of other lesser duties he must complete, such as understanding what led Makoto to commit suicide in the first place and learning how to enjoy his second chance at life.",2010-08-21,ja,/aSM1ki4WSEgvPYMZ9K28aylImFF.jpg
19120,"[35, 18, 14]",Juliet of the Spirits,"Middle-aged Giulietta grows suspicious of her husband, Giorgio, when his behavior grows increasingly questionable. One night when Giorgio initiates a seance amongst his friends, Giulietta gets in touch with spirits and learns more about herself and her painful past. Slightly skeptical, but intrigued, she visits a mystic who gives her more information -- and nudges her toward the realization that her husband is indeed a philanderer.",1965-10-22,it,/p27vgTv3KD1S5tZT7iHm9DzFB8I.jpg
13932,"[12, 16, 10751]",Jack-Jack Attack,"The Parrs' baby Jack-Jack is thought to be normal, not having any super-powers like his parents or siblings. But when an outsider is hired to watch him, Jack-Jack shows his true potential.",2005-03-15,en,/uKMYT8aAJS9LA8IM1juMqbXTtqU.jpg
11943,"[12, 37, 36]",Jeremiah Johnson,A mountain man who wishes to live the life of a hermit becomes the unwilling object of a long vendetta by Indians when he proves to be the match of their warriors in one-to-one combat on the early frontier.,1972-09-10,en,/tFiA48c0pqDAv34r9TB4OVGntZz.jpg
7445,"[18, 53, 10752]",Brothers,"When his helicopter goes down during his fourth tour of duty in Afghanistan, Marine Sam Cahill is presumed dead. Back home, brother Tommy steps in to look over Sam’s wife, Grace, and two children. Sam’s surprise homecoming triggers domestic mayhem.",2009-12-02,en,/ySXRgHCdelVtvUyHcKGpiQKb052.jpg
65229,[18],Tomboy,"A French family moves to a new neighborhood with during the summer holidays. The story follows a 10-year-old gender non-conforming child, Laure, who experiments with their gender presentation, adopting the name Mikäel.",2011-04-20,fr,/ogBGBOhq6vozE5rqETFBcZWFXmd.jpg
36940,"[35, 18]",The First Beautiful Thing,"The film tells the story of the Michelucci family, from the nineteen-seventies to the present day: the central character is the stunningly beautiful Anna, the lively, frivolous and sometimes embarrassing mother of Bruno and Valeria. Everything begins in the Summer of 1971, at the annual Summer beauty pageant held at Livorno’s most popular bathing establishment. Anna is unexpectedly crowned “Most Beautiful Mother”, unwittingly stirring the violent jealousy of her husband. From then on, chaos strikes the family and for Anna, Bruno and his sister Valeria, it is the start of an adventure that will only end thirty years later.",2010-01-15,it,/10MQjSuqDBNiPtxxO3zBqERw0q3.jpg
18311,"[80, 18, 10749]",Days of Being Wild,"Yuddy, a Hong Kong playboy known for breaking girls' hearts, tries to find solace and the truth after discovering the woman who raised him isn't his mother.",1990-12-15,cn,/acfLUO8E61u0ooWS6htbzTHDBcI.jpg
6949,"[35, 10749]","What's Up, Doc?",The accidental mix-up of four identical plaid overnight bags leads to a series of increasingly wild and wacky situations.,1972-03-09,en,/b4CN66eZqUUuVYDBm73TMHdauLh.jpg
759,"[35, 10749]",Gentlemen Prefer Blondes,"Lorelei Lee is a beautiful showgirl engaged to be married to the wealthy Gus Esmond, much to the disapproval of Gus' rich father, Esmond Sr., who thinks that Lorelei is just after his money. When Lorelei goes on a cruise accompanied only by her best friend, Dorothy Shaw, Esmond Sr. hires Ernie Malone, a private detective, to follow her and report any questionable behavior that would disqualify her from the marriage.",1953-07-14,en,/fDozhst5HVJJcd3BM8ZOsKniO7Q.jpg
508642,"[27, 9648]",Gonjiam: Haunted Asylum,"The crew of a horror web series travels to an abandoned asylum for a live broadcast, but they encounter much more than expected as they move deeper inside the nightmarish old building.",2018-03-28,ko,/KPrZ8lbgbMD7gr1pkMKoNbtcCK.jpg
409502,[18],I'm Not Ashamed,"Based on the inspiring and powerful true story and journal entries of Rachel Joy Scott, the first student killed in the Columbine High School shooting in 1999.",2016-10-21,en,/P4bxuNq5XT0Wc3MYpoLP52e0P6.jpg
390497,"[53, 12]",Tunnel,"A man is on his way home when the poorly constructed tunnel he is driving through collapses, leaving him trapped leaving himself for the unexpected whilst emergency services struggle to help.",2016-08-10,ko,/rpsEci5qoJxUdTHFo5MHwhLDafV.jpg
385687,"[28, 80, 53]",Fast X,"Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.",2023-05-17,en,/fiVW06jE7z9YnO4trhaMEdclSiC.jpg
15384,"[28, 12, 18, 36, 10752]",Red Cliff II,"The battle of Red Cliff continues and the alliance between Xu and East Wu is fracturing.  With Cao Cao's massive forces on their doorstep, will the kingdoms of Xu and East Wu survive?",2009-01-07,zh,/h4WZHa5K941lAthsa29g0RFJJtV.jpg
14554,"[53, 18, 80]",Bad Day at Black Rock,"One-armed war veteran John J. Macreedy steps off a train at the sleepy little town of Black Rock.  Once there, he begins to unravel a web of lies, secrecy, and murder.",1955-01-13,en,/8EnhHjU0DyCckmZRtn46s3WXeEf.jpg
987,[35],The Front Page,A journalist suffering from burn-out wants to finally say goodbye to his office – but his boss doesn’t like the idea one bit.,1974-11-01,en,/3kUbSnIq5k28eobX9HxSVldmJub.jpg
402693,"[35, 18]",100 Meters,"Based on the incredibly true story of a Spanish man with Multiple Sclerosis who tried to finish an Iron-Man: 3,8km swimming, 180km cycling and 42 running. And he was told that he could not make 100 meters.",2016-11-04,es,/3tSFaWi4CGnwBMYD429ocKVeoIM.jpg
167073,"[10749, 18]",Brooklyn,"In 1950s Ireland and New York, young Eilis Lacey has to choose between two men and two countries.",2015-10-20,en,/wSYxJKMSpHCLz2zqrRJb9RhxGz6.jpg
16234,"[16, 10751, 28, 878]",Batman Beyond: Return of the Joker,"The Joker is back with a vengeance, and Gotham's newest Dark Knight, Terry McGinnis, needs answers as he stands alone to face Gotham's most infamous Clown Prince of Crime.",2000-12-12,en,/7RlBs0An83fqAuKfwH5gKMcqgMc.jpg
